Google_ID;Titulo;ISBN_13;Autores;Editora;Data_Publicacao;Ano_Publicacao;Idioma;Paginas;Categoria;Thumbnail;Disponivel_Venda;Preco_R$;Link_Compra;Link_Google_Books;Epub_Disponivel;Epub_Link;PDF_Disponivel;PDF_Link;PDF_WEB_Reader
4yxrDwAAQBAJ;Marketing;9788502125483;Sergio Roberto Dias;Saraiva Educação S.A.;2017-10-06;2017;Português;509;Business & Economics, General;http://books.google.com/books/publisher/content?id=4yxrDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71r6ejXkcJ0a_aN7BudDlcivqb5Q_lEUpP8FIi5pQhme0fabD6JitybENgPjlcyS4KwbAt_0NTVuTjOil9E_YNWkSzZ7hyveEW-YxfiGKwALUU4QpuKPhqqhNqteGWMUwes30Yf&source=gbs_api;True;126.0;https://play.google.com/store/books/details?id=4yxrDwAAQBAJ&rdid=book-4yxrDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=4yxrDwAAQBAJ;True;http://books.google.com.br/books/download/MARKETING-sample-epub.acsm?id=4yxrDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/MARKETING-sample-pdf.acsm?id=4yxrDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=4yxrDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
lDxnDwAAQBAJ;Como (Não) Se Faz Um Trabalho De Conclusão;9788502618633;Salo De Carvalho;Saraiva Educação S.A.;2017-10-06;2017;Português;160;Law, General;http://books.google.com/books/publisher/content?id=lDxnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE73MULiNSq8MrUegO3Npjlg5S7_D8h9VYKoILUT1cS7SMjj12sKEwdfprcefRUqacvLkfj-Xq6F8UgEr7HcsSK-Y30Ihv9JF3p0zbcK73HyFRz0FOh6Txa8U97Jh-20eb9HtSSQb&source=gbs_api;True;63.0;https://play.google.com/store/books/details?id=lDxnDwAAQBAJ&rdid=book-lDxnDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=lDxnDwAAQBAJ;True;http://books.google.com.br/books/download/COMO_N%C3%83O_SE_FAZ_UM_TRABALHO_DE_CONCLUS-sample-epub.acsm?id=lDxnDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/COMO_N%C3%83O_SE_FAZ_UM_TRABALHO_DE_CONCLUS-sample-pdf.acsm?id=lDxnDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=lDxnDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
fSprDwAAQBAJ;Recursos Humanos;9788502135161;Francisco Jose Masset Lacombe;Saraiva Educação S.A.;2017-10-06;2017;Português;595;Business & Economics, General;http://books.google.com/books/publisher/content?id=fSprDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE72yrcSs1NlsRqpP1HzqMHh09pevvGf5CxuxdTorvx2MoEWeXBOm0ufUicRsOu1aFTGWfo1ADJWfvjazbJQeRyYe8nxYW2UYRPj7Jzxad8XbI2v-tJr6c3gf3YL8kJaTPbljeJpP&source=gbs_api;True;132.0;https://play.google.com/store/books/details?id=fSprDwAAQBAJ&rdid=book-fSprDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=fSprDwAAQBAJ;True;http://books.google.com.br/books/download/RECURSOS_HUMANOS-sample-epub.acsm?id=fSprDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/RECURSOS_HUMANOS-sample-pdf.acsm?id=fSprDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=fSprDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
WyprDwAAQBAJ;Fundamentos E Princípios Dos Contratos Empresariais - Série Gvlaw;9788502126695;Caio Farah Rodrigues, Fundacao Getulio Vargas, Jonathan Mendes De Oliveira, Lucia Ancona Lopez De Magalhaes Dias, Paula Andrea Forgioni, Ruy Rosado De Aguiar Junior, Wanderley Fernandes, Teresa Ancona Lopez, Paulo Doron Rehder De Araujo, Maria Cristina Varalla Mendes, Kleber Luiz Zanchim;Saraiva Educação S.A.;2017-10-06;2017;Inglês;455;Law, General;http://books.google.com/books/publisher/content?id=WyprDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE73V72IWzk6osiaP-6edKwa_KQhgSe1vwnr3nRd6Bn6dfqsj2MCE9epbipEZSeHCcO7kUQZMTghq5iB9y-dvrvjXGiNuMHAnfVy_uBfKk_ROPZ_9ZrqPKGAUsEuX0Euj9LmRz84D&source=gbs_api;True;144.0;https://play.google.com/store/books/details?id=WyprDwAAQBAJ&rdid=book-WyprDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=WyprDwAAQBAJ;True;http://books.google.com.br/books/download/FUNDAMENTOS_E_PRINC%C3%8DPIOS_DOS_CONTRATOS-sample-epub.acsm?id=WyprDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/FUNDAMENTOS_E_PRINC%C3%8DPIOS_DOS_CONTRATOS-sample-pdf.acsm?id=WyprDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=WyprDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
8StrDwAAQBAJ;Educ@R;9788502204898;Martha Carrer Cruz Gabriel;Saraiva Educação S.A.;2017-10-06;2017;Português;287;Business & Economics, General;http://books.google.com/books/publisher/content?id=8StrDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71pd3bkyeUPi6ziWpjix-f80Pjg0esGLw7hJmKplkCNgj03bSQvi_YY82qxoTXaQxiokN9InDT344uUAh_nzmzmYC24z_GDlZ7fEQbWwvGziE-U5j9Z5yFL1zvQBI0mLzvHjoNx&source=gbs_api;True;38.0;https://play.google.com/store/books/details?id=8StrDwAAQBAJ&rdid=book-8StrDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=8StrDwAAQBAJ;True;http://books.google.com.br/books/download/Educ_r-sample-epub.acsm?id=8StrDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/Educ_r-sample-pdf.acsm?id=8StrDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=8StrDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
SSprDwAAQBAJ;Receita Da Minha Vida, A;9788502123922;Palmira Nery Da Silva Onofre;Saraiva Educação S.A.;2017-10-06;2017;Inglês;139;Juvenile Nonfiction, General;http://books.google.com/books/publisher/content?id=SSprDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71bPxCLiAjmPTY_ONAyMlbLEsF2Z8j4AQ233pQGYaPGDfCOsOsVYbo1F6TcgJiK36MeIEVwBW6togpfk7DHJUXXlnHB3Nkxr3Erp3L0bnhXi9DSOmXMeGiCduTBFMq6XT3SKflP&source=gbs_api;True;21.0;https://play.google.com/store/books/details?id=SSprDwAAQBAJ&rdid=book-SSprDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=SSprDwAAQBAJ;True;http://books.google.com.br/books/download/RECEITA_DA_MINHA_VIDA_A-sample-epub.acsm?id=SSprDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/RECEITA_DA_MINHA_VIDA_A-sample-pdf.acsm?id=SSprDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=SSprDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
1yprDwAAQBAJ;Gestão Estratégica De Pessoas;9788502160699;Jean Pierre Marras;Saraiva Educação S.A.;2017-10-06;2017;Português;425;Business & Economics, General;http://books.google.com/books/publisher/content?id=1yprDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE70GRsioZZqc8GiRgXbVUx1H6S68Iy4Ebihf1E6b41LjDiFyuDhgTonLCCpwOaI8nCIuoLNzW3C2fTmFNdquOb1JDRgRmMINjygtoYGsFZ9vyiU4BXIgMxP7zt1c_Nsao4sPKLFA&source=gbs_api;False;;;https://play.google.com/store/books/details?id=1yprDwAAQBAJ;True;http://books.google.com.br/books/download/GEST%C3%83O_ESTRAT%C3%89GICA_DE_PESSOAS-sample-epub.acsm?id=1yprDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/GEST%C3%83O_ESTRAT%C3%89GICA_DE_PESSOAS-sample-pdf.acsm?id=1yprDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=1yprDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
NylrDwAAQBAJ;Políticas Públicas E Indicadores Para O Desenvolvimento Sustentável;9788502124950;Aline Mary Pereira Pinto Da Fonseca, Ana Maria Coelho Pereira Mendes, Angelo Guimaraes Simao, Bernardo Patricio Netto, Christian Luiz Da Silva, Eduardo Augusto Dreweck Mota, Heloisa De Puppi E Silva, Jose Edmilson De Souza Lima, Julio Cesar De O Sampaio De Andrade, Thalita Mayume Sugisawa, Simone Wiens, Paulo Srgio Sant´Ana Jurec, Paulo Roberto Socher, Moises Francisco Farah Junior, Maria Auxuliadora Villar Castanheira, Marcus Vinicius Guaragni, Marcus Santos Lourenco, Karina Silveira De A Hammerschinidt, Wagner Rodrigo Weber, Jose Renato Machado Specht, Isis Chamma Doetzer, Fabiano De Castro Rauli, Daniele Farfus, Cesar Reinaldo Rissete, Antoninho Caron;Saraiva Educação S.A.;2017-10-06;2017;Inglês;252;Business & Economics, General;http://books.google.com/books/publisher/content?id=NylrDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE70OOpmjaSG2PfRgrQVh4nvGk6PuMTVJkan5PhrqQvIhAiAvkIFQQjGP5eC1ocaVNJNHN9sqGOPYokGbXnABf2iK0bG9dMtNa-q4GfajZk6F1A5_Cv9QWjUfu6W5r2aQjImZGpY_&source=gbs_api;True;56.0;https://play.google.com/store/books/details?id=NylrDwAAQBAJ&rdid=book-NylrDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=NylrDwAAQBAJ;True;http://books.google.com.br/books/download/POL%C3%8DTICAS_P%C3%9ABLICAS_E_INDICADORES_PARA-sample-epub.acsm?id=NylrDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/POL%C3%8DTICAS_P%C3%9ABLICAS_E_INDICADORES_PARA-sample-pdf.acsm?id=NylrDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=NylrDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
MYVnDwAAQBAJ;Macroeconomia;9788502175228;Richard Froyen;Saraiva Educação S.A.;2017-10-06;2017;Português;702;Business & Economics, General;http://books.google.com/books/publisher/content?id=MYVnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71-ESVP6Q1iu8DPckdEEx6U_mmMLFkhAKRe4SVW93GkfH3VaI7kI6LAZkm11UM7R2hAuB7O0HE2v4EG1-2dK1G1bcyzR8x465FOgkdWhuKR23jTN44HODykA_KhqC6BElP9hw4c&source=gbs_api;True;112.0;https://play.google.com/store/books/details?id=MYVnDwAAQBAJ&rdid=book-MYVnDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=MYVnDwAAQBAJ;True;http://books.google.com.br/books/download/MACROECONOMIA-sample-epub.acsm?id=MYVnDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/MACROECONOMIA-sample-pdf.acsm?id=MYVnDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=MYVnDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
RSprDwAAQBAJ;1961 - O Brasil Entre A Ditadura E A Guerra Civil;9788502142619;Marilda Hamilton Urchoeguia, Paulo Sergio Markun;Saraiva Educação S.A.;2017-10-06;2017;Inglês;358;Juvenile Nonfiction, General;http://books.google.com/books/publisher/content?id=RSprDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE73jVNC5pcwahAHl1bcsLg07BADFuDnn5vzNzb4eZeacmhbnfGgrWgWR24WBh4yeqDwm-pNjRhI_Y0VeDmoPq7U4QJ7c62qBCuFQ09recl-NrlHpFvSAjnXBmY-Ti4AuevlaXbJ8&source=gbs_api;True;34.0;https://play.google.com/store/books/details?id=RSprDwAAQBAJ&rdid=book-RSprDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=RSprDwAAQBAJ;True;http://books.google.com.br/books/download/1961_O_Brasil_entre_a_ditadura_e_a_Guerr-sample-epub.acsm?id=RSprDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/1961_O_Brasil_entre_a_ditadura_e_a_Guerr-sample-pdf.acsm?id=RSprDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=RSprDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
wDhnDwAAQBAJ;Algoritmos E Programação Em Linguagem C;9788502207523;Renato Kraide Soffner;Saraiva Educação S.A.;2017-10-06;2017;Português;213;Business & Economics, General;http://books.google.com/books/publisher/content?id=wDhnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71Af9RmX-eTc9JICqdEJMot2tGuTiavzLhI-7flyTCMO1FHbFxP391gl50jA-kDiprWYMbPvoIhYYXeakEK1jHWXg0rhVeUm9CNlE17uDXQ8yUjkZr8eSMj3lHQKyjs7xZNUb02&source=gbs_api;True;47.0;https://play.google.com/store/books/details?id=wDhnDwAAQBAJ&rdid=book-wDhnDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=wDhnDwAAQBAJ;True;http://books.google.com.br/books/download/ALGORITMOS_E_PROGRAMA%C3%87%C3%83O_EM_LINGUAGEM-sample-epub.acsm?id=wDhnDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/ALGORITMOS_E_PROGRAMA%C3%87%C3%83O_EM_LINGUAGEM-sample-pdf.acsm?id=wDhnDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=wDhnDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
PEJnDwAAQBAJ;Registro De Títulos E Documentos;9788547209216;Christiano Cassettari, Joao Pedro Lamana Paiva, Percio Brasil Alvares;Saraiva Educação S.A.;2017-10-06;2017;Inglês;329;Law, General;http://books.google.com/books/publisher/content?id=PEJnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE72bj6nSQADFwouANniC69xHpgUgAKrWDd17KShw_FqxGcvH6KtIucMg8xWCDp_gAjjJQNlMfYkpA1JNekHJQeh5H8zgFEk_0_j0KXEsLJNdEjHgUvZ_z1sb-xkMgZhhKamUywUj&source=gbs_api;True;62.0;https://play.google.com/store/books/details?id=PEJnDwAAQBAJ&rdid=book-PEJnDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=PEJnDwAAQBAJ;True;http://books.google.com.br/books/download/Registro_de_T%C3%ADtulos_e_Documentos-sample-epub.acsm?id=PEJnDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/Registro_de_T%C3%ADtulos_e_Documentos-sample-pdf.acsm?id=PEJnDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=PEJnDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
nDtnDwAAQBAJ;Pluralismo Jurídico - Fundamentos De Uma Nova Cultura Do Direito;9788502228368;Antonio Carlos Wolkmer;Saraiva Educação S.A.;2017-10-06;2017;Português;574;Law, General;http://books.google.com/books/publisher/content?id=nDtnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71G8X08qxwT8s4mDX4bqGzK54Y3AOgJ0ncQR6wSGLtxjhxBYKRG2uz5_zkRlLbNaEJ5o1IH9yBgk7o0welwsnW8A1_LRxa95CUX0U1y3sq-QAm8T3g0PJZlgO40iylnMVOfkAXS&source=gbs_api;True;128.0;https://play.google.com/store/books/details?id=nDtnDwAAQBAJ&rdid=book-nDtnDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=nDtnDwAAQBAJ;True;http://books.google.com.br/books/download/Pluralismo_Jur%C3%ADdico_Fundamentos_de_uma-sample-epub.acsm?id=nDtnDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/Pluralismo_Jur%C3%ADdico_Fundamentos_de_uma-sample-pdf.acsm?id=nDtnDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=nDtnDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
5ytrDwAAQBAJ;Dias De Inferno Na Síria - O Relato Do Jornalista Brasileiro Que Foi Preso E Torturado Em Plena Guerra;9788564065871;Klester Severo Cavalcanti Da Silva;Saraiva Educação S.A.;2017-10-06;2017;Inglês;345;Juvenile Nonfiction, General;http://books.google.com/books/publisher/content?id=5ytrDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE735_I_JHnF_0-XJi2afQaOKftY1iPmAF5ZmqGDzv2bfaieERBBfe7N7cd6WJ3_sGNRZ809GpPebr2GPGStN2E0nUTdw7Qvs-5_aSo7-Bt64Fh3tPn8wK3DNw8BZbvLTLWO9Xd1F&source=gbs_api;False;;;https://play.google.com/store/books/details?id=5ytrDwAAQBAJ;True;http://books.google.com.br/books/download/DIAS_DE_INFERNO_NA_S%C3%8DRIA_O_relato_do_jo-sample-epub.acsm?id=5ytrDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/DIAS_DE_INFERNO_NA_S%C3%8DRIA_O_relato_do_jo-sample-pdf.acsm?id=5ytrDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=5ytrDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
YYNnDwAAQBAJ;Sistema De Banco De Dados;9788502162846;Giselle Cristina Cardoso, Virginia Mara Cardoso;Saraiva Educação S.A.;2017-10-06;2017;Português;152;Business & Economics, General;http://books.google.com/books/publisher/content?id=YYNnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE730SvV5zOFr5mCS0zws1Zxxq2s-hnFofJOl3MMLIDFkdyN-iSQ25z-RyflzNzm-rBF9HyruLu6aK49-RXK6MpsaE18zszu3rRIF_O77PzI6Tau8foLhpKiJCIdWqvFmTAJUPuUO&source=gbs_api;True;42.0;https://play.google.com/store/books/details?id=YYNnDwAAQBAJ&rdid=book-YYNnDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=YYNnDwAAQBAJ;True;http://books.google.com.br/books/download/SISTEMA_DE_BANCO_DE_DADOS-sample-epub.acsm?id=YYNnDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/SISTEMA_DE_BANCO_DE_DADOS-sample-pdf.acsm?id=YYNnDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=YYNnDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
TSprDwAAQBAJ;Confie Em Mim, Eu Sou O Dr. Ozzy: Conselhos Do Maior Sobrevivente Do Rock;9788502151673;Ozzy Osbourne;Saraiva Educação S.A.;2017-10-06;2017;Inglês;293;Juvenile Nonfiction, General;http://books.google.com/books/publisher/content?id=TSprDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71tOxjw5OmpbRpj8GnA0HRRIE_vFcOXBElI5XLOO6geggcI7wJxauuWK9qFmVEAgKfewIJ_kZfTG4ZyiN6NEgosagBIowb91zYYoI5jhGaOI93NvlQ6qMp6YBjwF4r4SwtTW5av&source=gbs_api;True;32.0;https://play.google.com/store/books/details?id=TSprDwAAQBAJ&rdid=book-TSprDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=TSprDwAAQBAJ;True;http://books.google.com.br/books/download/CONFIE_EM_MIM_EU_SOU_O_DR_OZZY_CONSELHOS-sample-epub.acsm?id=TSprDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/CONFIE_EM_MIM_EU_SOU_O_DR_OZZY_CONSELHOS-sample-pdf.acsm?id=TSprDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=TSprDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
jjtnDwAAQBAJ;Matemática Financeira;9788502228252;Clovis Jose Daudt Lyra Darrigue De Faro;Saraiva Educação S.A.;2017-10-06;2017;Português;411;Business & Economics, General;http://books.google.com/books/publisher/content?id=jjtnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71NGx5xi1B_AKznZcpXjpORkSSh6Yj2MEE5gswkMBPNAJpJ8yFPBMYY3YRuFsvZBvnU0_UwAZBtC0pdQX-_7mRGwcy2l5R9f3uTPo39o_lA2HuX30IDdOkxpUvPI8PaxIW-IOiU&source=gbs_api;True;79.0;https://play.google.com/store/books/details?id=jjtnDwAAQBAJ&rdid=book-jjtnDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=jjtnDwAAQBAJ;True;http://books.google.com.br/books/download/MATEM%C3%81TICA_FINANCEIRA-sample-epub.acsm?id=jjtnDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/MATEM%C3%81TICA_FINANCEIRA-sample-pdf.acsm?id=jjtnDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=jjtnDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
EStrDwAAQBAJ;Administração - Série Fácil;9788502144538;Francisco Jose Masset Lacombe;Saraiva Educação S.A.;2017-10-06;2017;Português;308;Business & Economics, General;http://books.google.com/books/publisher/content?id=EStrDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE702F-_tjFzIbmnsKxdeCf5VLJn0LsbnwhpcBINVZoSmhbVgOoGtswInc7nwRAhKbVJSYndgejZQyLMrfT9CkMS8wKJMVg2eSu-iTYRlIjA842ukMCETn4jDpgL0RVZ46vGvh3Pf&source=gbs_api;True;59.0;https://play.google.com/store/books/details?id=EStrDwAAQBAJ&rdid=book-EStrDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=EStrDwAAQBAJ;True;http://books.google.com.br/books/download/ADMINISTRA%C3%87%C3%83O_S%C3%89RIE_F%C3%81CIL-sample-epub.acsm?id=EStrDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/ADMINISTRA%C3%87%C3%83O_S%C3%89RIE_F%C3%81CIL-sample-pdf.acsm?id=EStrDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=EStrDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
nyJrDwAAQBAJ;Curso De Direito Constitucional Contemporâneo;9788502228054;Luis Roberto Barroso;Saraiva Educação S.A.;2017-10-06;2017;Português;968;Law, General;http://books.google.com/books/publisher/content?id=nyJrDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE73pVotcc2c1YZD5_7xwbY02aOTZNsdpRloLr01-YcZe9zoTU5AMMHdfXsQY2ypp5_Sb3he_I25PK4XMW9u-tho9oFStptY7Kn1dOfplFhZUjYZREa7GLuYxpw-vrohnKmFacvIL&source=gbs_api;False;;;https://play.google.com/store/books/details?id=nyJrDwAAQBAJ;True;http://books.google.com.br/books/download/CURSO_DE_DIREITO_CONSTITUCIONAL_CONTEMPO-sample-epub.acsm?id=nyJrDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/CURSO_DE_DIREITO_CONSTITUCIONAL_CONTEMPO-sample-pdf.acsm?id=nyJrDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=nyJrDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
4j5nDwAAQBAJ;Crimes Federais;9788502626171;Jose Paulo Baltazar Junior;Saraiva Educação S.A.;2017-10-06;2017;Português;1769;Law, General;http://books.google.com/books/publisher/content?id=4j5nDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&imgtk=AFLRE71Rp1rdq_uZX4HZbsnAj6VT6wuvYurCI9ggyKnnPA74dtM0i2Lz1EvvgwJtvodd3leClNtQceuV8Vf-3W02AyT0UrB3HyTHbOw2W4j69YQ5K_mp1j30ycmhpByZ45CxOTyNz2xP&source=gbs_api;True;175.0;https://play.google.com/store/books/details?id=4j5nDwAAQBAJ&rdid=book-4j5nDwAAQBAJ&rdot=1&source=gbs_api;https://play.google.com/store/books/details?id=4j5nDwAAQBAJ;True;http://books.google.com.br/books/download/Crimes_Federais-sample-epub.acsm?id=4j5nDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;True;http://books.google.com.br/books/download/Crimes_Federais-sample-pdf.acsm?id=4j5nDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api;http://play.google.com/books/reader?id=4j5nDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api
